date,permno,prc,vol,ret,ticker
2007-04-27,86457,24.61,904856.0,-0.000812,XLK
2007-04-27,91182,21.1,18000.0,-0.001892,QTEC
2007-04-30,91182,20.94,10300.0,-0.007583,QTEC
2007-04-30,86457,24.42,925705.0,-0.00772,XLK
2007-05-01,86457,24.54,3100036.0,0.004914,XLK
2007-05-01,91182,20.9,10280.0,-0.00191,QTEC
2007-05-02,86457,24.67,1329993.0,0.005297,XLK
2007-05-02,91182,21.036,3120.0,0.006507,QTEC
2007-05-03,91182,21.16,2400.0,0.005895,QTEC
2007-05-03,86457,24.91,1068515.0,0.009728,XLK
2007-05-04,91182,21.26,1600.0,0.004726,QTEC
2007-05-04,86457,25.01,2949700.0,0.004014,XLK
2007-05-07,86457,24.98,635257.0,-0.0012,XLK
2007-05-07,91182,21.25,428.0,-0.00047,QTEC
2007-05-08,91182,21.232,580.0,-0.000847,QTEC
2007-05-08,86457,25.08,1927600.0,0.004003,XLK
2007-05-09,91182,21.4,7327.0,0.007913,QTEC
2007-05-09,86457,25.05,5624800.0,-0.001196,XLK
2007-05-10,91182,21.0634,1750.0,-0.015729,QTEC
2007-05-10,86457,24.92,2383200.0,-0.00519,XLK
2007-05-11,91182,21.36,1272.0,0.014081,QTEC
2007-05-11,86457,25.19,2538199.0,0.010835,XLK
2007-05-14,86457,25.07,704000.0,-0.004764,XLK
2007-05-14,91182,21.19,4230.0,-0.007959,QTEC
2007-05-15,91182,20.97,2724.0,-0.010382,QTEC
2007-05-15,86457,25.03,3432100.0,-0.001595,XLK
2007-05-16,91182,21.13,4315.0,0.00763,QTEC
2007-05-16,86457,25.25,591300.0,0.008789,XLK
2007-05-17,91182,21.13,3521.0,0.0,QTEC
2007-05-17,86457,25.18,510400.0,-0.002772,XLK
2007-05-18,86457,25.31,1413200.0,0.005163,XLK
2007-05-18,91182,21.15,1835.0,0.000947,QTEC
2007-05-21,86457,25.42,2847648.0,0.004346,XLK
2007-05-21,91182,21.28,797.0,0.006147,QTEC
2007-05-22,86457,25.39,1934751.0,-0.00118,XLK
2007-05-22,91182,21.38,933.0,0.004699,QTEC
2007-05-23,86457,25.3,3864146.0,-0.003545,XLK
2007-05-23,91182,21.231,1492.0,-0.006969,QTEC
2007-05-24,91182,20.72,1733.0,-0.024069,QTEC
2007-05-24,86457,24.98,4835232.0,-0.012648,XLK
2007-05-25,86457,25.19,1972800.0,0.008407,XLK
2007-05-25,91182,20.97,2975.0,0.012066,QTEC
2007-05-29,91182,21.14,2380.0,0.008107,QTEC
2007-05-29,86457,25.34,2370800.0,0.005955,XLK
2007-05-30,91182,21.1,846.0,-0.001892,QTEC
2007-05-30,86457,25.53,2252800.0,0.007498,XLK
2007-05-31,91182,21.447,2300.0,0.016446,QTEC
2007-05-31,86457,25.65,2170783.0,0.0047,XLK
2007-06-01,91182,21.526,4610.0,0.003683,QTEC
2007-06-01,86457,25.65,2067900.0,0.0,XLK
2007-06-04,91182,21.59,2400.0,0.002973,QTEC
2007-06-04,86457,25.74,1417534.0,0.003509,XLK
2007-06-05,91182,21.57,5018.0,-0.000926,QTEC
2007-06-05,86457,25.65,1376101.0,-0.003497,XLK
2007-06-06,86457,25.35,2049000.0,-0.011696,XLK
2007-06-06,91182,21.427,2350.0,-0.00663,QTEC
2007-06-07,86457,24.99,2473755.0,-0.014201,XLK
2007-06-07,91182,21.127,3201.0,-0.014001,QTEC
2007-06-08,86457,25.34,1676700.0,0.014006,XLK
2007-06-08,91182,21.31,3458.0,0.008662,QTEC
2007-06-11,91182,21.42,2478.0,0.005162,QTEC
2007-06-11,86457,25.39,1122600.0,0.001973,XLK
2007-06-12,86457,25.09,1436046.0,-0.011816,XLK
2007-06-12,91182,21.306,1973.0,-0.005322,QTEC
2007-06-13,86457,25.41,1553600.0,0.012754,XLK
2007-06-13,91182,21.5318,9949.0,0.010598,QTEC
2007-06-14,86457,25.65,849620.0,0.009445,XLK
2007-06-14,91182,21.6992,2251.0,0.007775,QTEC
2007-06-15,91182,21.8655,600.0,0.007664,QTEC
2007-06-15,86457,25.78,867800.0,0.005759,XLK
2007-06-18,91182,21.8778,5888.0,0.000563,QTEC
2007-06-18,86457,25.85,658171.0,0.002715,XLK
2007-06-19,91182,21.86,1355.0,-0.000814,QTEC
2007-06-19,86457,25.84,1308351.0,-0.000387,XLK
2007-06-20,91182,21.68,100.0,-0.008234,QTEC
2007-06-20,86457,25.69,1111897.0,-0.005805,XLK
2007-06-21,86457,25.82,1572815.0,0.00506,XLK
2007-06-21,91182,21.9955,7390.0,0.014553,QTEC
2007-06-22,86457,25.53,1897000.0,-0.011232,XLK
2007-06-22,91182,21.8,4957.0,-0.008888,QTEC
2007-06-25,86457,25.44,1461618.0,-0.003525,XLK
2007-06-25,91182,21.5081,1350.0,-0.01339,QTEC
2007-06-26,86457,25.35,2082952.0,-0.003538,XLK
2007-06-26,91182,21.51,1135.0,8.8e-05,QTEC
2007-06-27,86457,25.6,4079695.0,0.009862,XLK
2007-06-27,91182,21.81,4980.0,0.013947,QTEC
2007-06-28,91182,21.84,4500.0,0.001376,QTEC
2007-06-28,86457,25.69,1701800.0,0.003516,XLK
2007-06-29,86457,25.6,1402363.0,-0.003503,XLK
2007-06-29,91182,21.883,1100.0,0.001969,QTEC
2007-07-02,86457,25.82,1677920.0,0.008594,XLK
2007-07-02,91182,22.02,1670.0,0.006261,QTEC
2007-07-03,86457,26.0,1556446.0,0.006971,XLK
2007-07-03,91182,22.09,22934.0,0.003179,QTEC
2007-07-05,91182,22.254,1250.0,0.007424,QTEC
2007-07-05,86457,26.1,3360135.0,0.003846,XLK
2007-07-06,91182,22.38,27756.0,0.005662,QTEC
2007-07-06,86457,26.15,2729711.0,0.001916,XLK
2007-07-09,91182,22.48,4630.0,0.004468,QTEC
2007-07-09,86457,26.3,1010476.0,0.005736,XLK
2007-07-10,91182,22.362,1400.0,-0.005249,QTEC
2007-07-10,86457,26.0,2134192.0,-0.011407,XLK
2007-07-11,91182,22.3849,770.0,0.001024,QTEC
2007-07-11,86457,26.15,1091362.0,0.005769,XLK
2007-07-12,91182,22.94,5800.0,0.024798,QTEC
2007-07-12,86457,26.59,1287825.0,0.016826,XLK
2007-07-13,91182,22.954,4300.0,0.00061,QTEC
2007-07-13,86457,26.65,1678500.0,0.002256,XLK
2007-07-16,86457,26.73,1393520.0,0.003002,XLK
2007-07-16,91182,22.87,7701.0,-0.003659,QTEC
2007-07-17,91182,23.2,14923.0,0.014429,QTEC
2007-07-17,86457,26.82,1313600.0,0.003367,XLK
2007-07-18,91182,23.0522,4881.0,-0.006371,QTEC
2007-07-18,86457,26.68,1534900.0,-0.00522,XLK
2007-07-19,86457,26.9,3010331.0,0.008246,XLK
2007-07-19,91182,23.5,5920.0,0.019426,QTEC
2007-07-20,86457,26.8,1573220.0,-0.003717,XLK
2007-07-20,91182,23.14,5433.0,-0.015319,QTEC
2007-07-23,86457,26.84,1102699.0,0.001493,XLK
2007-07-23,91182,23.124,1974.0,-0.000691,QTEC
2007-07-24,91182,22.75,3623.0,-0.016174,QTEC
2007-07-24,86457,26.57,1737919.0,-0.01006,XLK
2007-07-25,86457,26.6,4027579.0,0.001129,XLK
2007-07-25,91182,22.758,2695.0,0.000352,QTEC
2007-07-26,86457,26.2,2972350.0,-0.015038,XLK
2007-07-26,91182,22.38,19110.0,-0.01661,QTEC
2007-07-27,91182,22.08,7390.0,-0.013405,QTEC
2007-07-27,86457,25.64,2058420.0,-0.021374,XLK
2007-07-30,86457,25.73,1605540.0,0.00351,XLK
2007-07-30,91182,22.35,5700.0,0.012228,QTEC
2007-07-31,86457,25.55,2736200.0,-0.006996,XLK
2007-07-31,91182,21.9,15025.0,-0.020134,QTEC
2007-08-01,86457,25.8,9571054.0,0.009785,XLK
2007-08-01,91182,21.97,11978.0,0.003196,QTEC
2007-08-02,91182,22.0099,4888.0,0.001816,QTEC
2007-08-02,86457,25.85,5042897.0,0.001938,XLK
2007-08-03,91182,21.54,7264.0,-0.021349,QTEC
2007-08-03,86457,25.35,2657945.0,-0.019342,XLK
2007-08-06,86457,25.75,2508222.0,0.015779,XLK
2007-08-06,91182,21.71,3907.0,0.007892,QTEC
2007-08-07,91182,21.52,4799.0,-0.008752,QTEC
2007-08-07,86457,25.8,3117366.0,0.001942,XLK
2007-08-08,91182,22.2,20353.0,0.031599,QTEC
2007-08-08,86457,26.2,5285701.0,0.015504,XLK
2007-08-09,86457,25.6,3686684.0,-0.022901,XLK
2007-08-09,91182,21.87,7048.0,-0.014865,QTEC
2007-08-10,91182,21.61,6280.0,-0.011888,QTEC
2007-08-10,86457,25.24,4870389.0,-0.014063,XLK
2007-08-13,91182,21.75,7810.0,0.006478,QTEC
2007-08-13,86457,25.59,2660900.0,0.013867,XLK
2007-08-14,91182,21.39,3251.0,-0.016552,QTEC
2007-08-14,86457,25.07,1520700.0,-0.020321,XLK
2007-08-15,86457,24.75,3073550.0,-0.012764,XLK
2007-08-15,91182,21.02,9804.0,-0.017298,QTEC
2007-08-16,91182,20.57,17450.0,-0.021408,QTEC
2007-08-16,86457,24.59,4039400.0,-0.006465,XLK
2007-08-17,86457,24.83,4007347.0,0.00976,XLK
2007-08-17,91182,21.244,8100.0,0.032766,QTEC
2007-08-20,86457,24.92,2193200.0,0.003625,XLK
2007-08-20,91182,21.425,11585.0,0.00852,QTEC
2007-08-21,91182,21.43,1010.0,0.000233,QTEC
2007-08-21,86457,25.0,2856320.0,0.00321,XLK
2007-08-22,91182,21.81,2535.0,0.017732,QTEC
2007-08-22,86457,25.33,1995200.0,0.0132,XLK
2007-08-23,86457,25.4,1906300.0,0.002764,XLK
2007-08-23,91182,21.7,6823.0,-0.005044,QTEC
2007-08-24,91182,21.86,1385.0,0.007373,QTEC
2007-08-24,86457,25.76,2567400.0,0.014173,XLK
2007-08-27,86457,25.62,1468800.0,-0.005435,XLK
2007-08-27,91182,21.83,3272.0,-0.001372,QTEC
2007-08-28,91182,21.256,4425.0,-0.026294,QTEC
2007-08-28,86457,25.16,2799600.0,-0.017955,XLK
2007-08-29,86457,25.76,3272200.0,0.023847,XLK
2007-08-29,91182,21.61,2936.0,0.016654,QTEC
2007-08-30,86457,25.87,4312600.0,0.00427,XLK
2007-08-30,91182,21.838,10827.0,0.010551,QTEC
2007-08-31,91182,22.2496,64350.0,0.018848,QTEC
2007-08-31,86457,26.04,4653600.0,0.006571,XLK
2007-09-04,86457,26.44,4444400.0,0.015361,XLK
2007-09-04,91182,22.66,28742.0,0.018445,QTEC
2007-09-05,86457,26.16,2463000.0,-0.01059,XLK
2007-09-05,91182,22.42,18680.0,-0.010591,QTEC
2007-09-06,91182,22.46,10123.0,0.001784,QTEC
2007-09-06,86457,26.29,2288800.0,0.004969,XLK
2007-09-07,91182,21.97,7441.0,-0.021817,QTEC
2007-09-07,86457,25.75,4738000.0,-0.02054,XLK
2007-09-10,91182,22.02,8616.0,0.002276,QTEC
2007-09-10,86457,25.7,3500300.0,-0.001942,XLK
2007-09-11,91182,22.28,4151.0,0.011808,QTEC
2007-09-11,86457,26.07,2481200.0,0.014397,XLK
2007-09-12,86457,26.0,2787900.0,-0.002685,XLK
2007-09-12,91182,22.24,4200.0,-0.001795,QTEC
2007-09-13,86457,26.0,1835400.0,0.0,XLK
2007-09-13,91182,22.19,3355.0,-0.002248,QTEC
2007-09-14,86457,25.87,2896300.0,-0.005,XLK
2007-09-14,91182,22.22,2830.0,0.001352,QTEC
2007-09-17,86457,25.86,929250.0,-0.000387,XLK
2007-09-17,91182,23.0,4650.0,0.035104,QTEC
2007-09-18,91182,22.676,19650.0,-0.014087,QTEC
2007-09-18,86457,26.37,3394000.0,0.019722,XLK
2007-09-19,86457,26.47,2072300.0,0.003792,XLK
2007-09-19,91182,22.77,5892.0,0.004145,QTEC
2007-09-20,91182,22.7022,6172.0,-0.002978,QTEC
2007-09-20,86457,26.57,1853400.0,0.003778,XLK
2007-09-21,91182,22.8,5627.0,0.004308,QTEC
2007-09-21,86457,26.72,3527000.0,0.007623,XLK
2007-09-24,86457,26.65,6265500.0,-0.00262,XLK
2007-09-24,91182,22.6275,8761.0,-0.007566,QTEC
2007-09-25,86457,26.92,2966940.0,0.010131,XLK
2007-09-25,91182,22.8548,2131.0,0.010045,QTEC
2007-09-26,91182,22.9774,10080.0,0.005364,QTEC
2007-09-26,86457,27.09,3881800.0,0.006315,XLK
2007-09-27,91182,23.044,4919.0,0.002899,QTEC
2007-09-27,86457,27.07,2703800.0,-0.000738,XLK
2007-09-28,86457,26.97,2653600.0,-0.003694,XLK
2007-09-28,91182,23.05,6206.0,0.00026,QTEC
2007-10-01,86457,27.26,10141600.0,0.010753,XLK
2007-10-01,91182,23.3322,6688.0,0.012243,QTEC
2007-10-02,91182,23.37,6196.0,0.00162,QTEC
2007-10-02,86457,27.36,3556200.0,0.003668,XLK
2007-10-03,86457,27.04,2053700.0,-0.011696,XLK
2007-10-03,91182,23.1816,5816.0,-0.008062,QTEC
2007-10-04,86457,27.11,5076500.0,0.002589,XLK
2007-10-04,91182,23.19,5499.0,0.000362,QTEC
2007-10-05,91182,23.58,19891.0,0.016818,QTEC
2007-10-05,86457,27.4,1930700.0,0.010697,XLK
2007-10-08,91182,23.788,5935.0,0.008821,QTEC
2007-10-08,86457,27.45,865100.0,0.001825,XLK
2007-10-09,91182,23.72,10131.0,-0.002859,QTEC
2007-10-09,86457,27.65,2707500.0,0.007286,XLK
2007-10-10,91182,23.828,5379.0,0.004553,QTEC
2007-10-10,86457,27.74,1793671.0,0.003255,XLK
2007-10-11,86457,27.44,4907000.0,-0.010815,XLK
2007-10-11,91182,23.374,21831.0,-0.019053,QTEC
2007-10-12,91182,23.91,11525.0,0.022931,QTEC
2007-10-12,86457,27.71,2187500.0,0.00984,XLK
2007-10-15,86457,27.51,5073500.0,-0.007218,XLK
2007-10-15,91182,23.74,5007.0,-0.00711,QTEC
2007-10-16,91182,23.4896,2495.0,-0.010548,QTEC
2007-10-16,86457,27.51,5602200.0,0.0,XLK
2007-10-17,91182,23.77,18917.0,0.011937,QTEC
2007-10-17,86457,27.74,6580800.0,0.008361,XLK
2007-10-18,86457,27.81,2397060.0,0.002523,XLK
2007-10-18,91182,24.1152,9391.0,0.014523,QTEC
2007-10-19,91182,23.38,7965.0,-0.030487,QTEC
2007-10-19,86457,27.15,3045900.0,-0.023733,XLK
2007-10-22,86457,27.32,3357100.0,0.006262,XLK
2007-10-22,91182,23.64,12870.0,0.011121,QTEC
2007-10-23,86457,27.62,6429900.0,0.010981,XLK
2007-10-23,91182,24.04,15250.0,0.016921,QTEC
2007-10-24,91182,23.51,18211.0,-0.022047,QTEC
2007-10-24,86457,27.34,5611300.0,-0.010138,XLK
2007-10-25,86457,27.57,3138200.0,0.008413,XLK
2007-10-25,91182,23.13,521000.0,-0.016163,QTEC
2007-10-26,86457,27.94,2617101.0,0.01342,XLK
2007-10-26,91182,23.36,14858.0,0.009944,QTEC
2007-10-29,86457,28.02,2510700.0,0.002863,XLK
2007-10-29,91182,23.54,539527.0,0.007705,QTEC
2007-10-30,86457,28.07,2733432.0,0.001784,XLK
2007-10-30,91182,23.58,107294.0,0.001699,QTEC
2007-10-31,86457,28.4,3877486.0,0.011756,XLK
2007-10-31,91182,23.82,11640.0,0.010178,QTEC
2007-11-01,86457,28.09,7202262.0,-0.010916,XLK
2007-11-01,91182,23.46,9415.0,-0.015113,QTEC
2007-11-02,91182,23.65,15323.0,0.008099,QTEC
2007-11-02,86457,28.15,5332821.0,0.002136,XLK
2007-11-05,91182,23.52,9130.0,-0.005497,QTEC
2007-11-05,86457,28.11,4705079.0,-0.001421,XLK
2007-11-06,86457,28.26,3376997.0,0.005336,XLK
2007-11-06,91182,23.47,42855.0,-0.002126,QTEC
2007-11-07,86457,27.5,5835382.0,-0.026893,XLK
2007-11-07,91182,23.03,27296.0,-0.018747,QTEC
2007-11-08,86457,26.52,14313320.0,-0.035636,XLK
2007-11-08,91182,22.33,41684.0,-0.030395,QTEC
2007-11-09,86457,25.97,6401551.0,-0.020739,XLK
2007-11-09,91182,21.79,23665.0,-0.024183,QTEC
2007-11-12,91182,21.2688,13955.0,-0.023919,QTEC
2007-11-12,86457,25.55,7263851.0,-0.016173,XLK
2007-11-13,91182,21.91,20585.0,0.030147,QTEC
2007-11-13,86457,26.42,4477970.0,0.034051,XLK
2007-11-14,91182,21.91,22408.0,0.0,QTEC
2007-11-14,86457,26.27,6078721.0,-0.005678,XLK
2007-11-15,86457,25.95,3870673.0,-0.012181,XLK
2007-11-15,91182,21.43,12325.0,-0.021908,QTEC
2007-11-16,86457,26.32,3484766.0,0.014258,XLK
2007-11-16,91182,21.67,15775.0,0.011199,QTEC
2007-11-19,86457,25.8,4766160.0,-0.019757,XLK
2007-11-19,91182,21.12,61999.0,-0.025381,QTEC
2007-11-20,86457,26.02,5255174.0,0.008527,XLK
2007-11-20,91182,21.117,52036.0,-0.000142,QTEC
2007-11-21,86457,25.53,6298705.0,-0.018832,XLK
2007-11-21,91182,20.89,10760.0,-0.01075,QTEC
2007-11-23,86457,25.78,882022.0,0.009792,XLK
2007-11-23,91182,21.13,37150.0,0.011489,QTEC
2007-11-26,86457,25.24,2815571.0,-0.020947,XLK
2007-11-26,91182,20.67,11913.0,-0.02177,QTEC
2007-11-27,91182,20.88,15935.0,0.01016,QTEC
2007-11-27,86457,25.52,3370423.0,0.011094,XLK
2007-11-28,91182,21.67,42371.0,0.037835,QTEC
2007-11-28,86457,26.27,4242261.0,0.029389,XLK
2007-11-29,91182,21.81,1930.0,0.006461,QTEC
2007-11-29,86457,26.4,4674688.0,0.004949,XLK
2007-11-30,86457,26.26,3603738.0,-0.005303,XLK
2007-11-30,91182,21.47,11080.0,-0.015589,QTEC
2007-12-03,86457,26.1,2674600.0,-0.006093,XLK
2007-12-03,91182,21.36,5799.0,-0.005123,QTEC
2007-12-04,91182,21.18,35339.0,-0.008427,QTEC
2007-12-04,86457,26.0,1971400.0,-0.003831,XLK
2007-12-05,86457,26.6,3866100.0,0.023077,XLK
2007-12-05,91182,21.65,2150.0,0.022191,QTEC
2007-12-06,91182,21.8948,7850.0,0.011307,QTEC
2007-12-06,86457,26.87,2271900.0,0.01015,XLK
2007-12-07,86457,26.9,2797200.0,0.001116,XLK
2007-12-07,91182,21.98,29723.0,0.003891,QTEC
2007-12-10,86457,27.03,2524600.0,0.004833,XLK
2007-12-10,91182,22.09,35640.0,0.005005,QTEC
2007-12-11,91182,21.62,20615.0,-0.021277,QTEC
